CD4533FFC0E1,D2B6503554D7,D7EE034361F8,DD697EA75B68,DF231643E227,E43355CA8B96,E6D9D20DD197,E8FD0B453DC4,F1307ECB3B90,F1EDAF28E08A,F69A86823B96,F8EE8B0847A4,FDAE5980F28C,EC72840D9AD3,E96AF2C858BA,E13B805C6CB0,FB2EE01C18CE
-79.3181818181818,-87.375,-82.75,-90.25,-91.1578947368421,-94.5,NaN,-96.5,-76.5789473684211,NaN,-86.7058823529412,-91.75,-95,-69.2285714285714,-95.75,-89.5294117647059,NaN
-81.9259259259259,-87.8275862068966,-84.9444444444444,-90.125,-90.2352941176471,-94.1666666666667,NaN,-97,-78,NaN,-85.4347826086957,-94.625,-94.5454545454545,-68.8039215686274,-96,-90,NaN
-82.8,-88.6,-85.9615384615385,-89.5,-91.4545454545455,-94.6,NaN,NaN,-79.5652173913043,NaN,-84.65,-93.3333333333333,-96.6666666666667,-69.3225806451613,-95.2,-90.8,NaN
-81.96875,-88.1851851851852,-82.4,-89.625,-91.2857142857143,-91.8181818181818,NaN,NaN,-77.969696969697,NaN,-86.0833333333333,-91.8947368421053,-96.2,-68.2631578947368,-95.2857142857143,-92.9166666666667,NaN
-82.5416666666667,-87.6470588235294,-83.7647058823529,-90.8571428571429,-93.7647058823529,-94.1428571428571,NaN,NaN,-76.9705882352941,NaN,-86.0625,-92.25,-95,-67.5714285714286,-95.25,-91,NaN
-83,-86.5789473684211,-79.2,-90.6842105263158,-93.0909090909091,-93.8571428571429,NaN,NaN,-77.6818181818182,NaN,-84.9130434782609,-92.3333333333333,-96,-67.8421052631579,-95.8333333333333,-92.4285714285714,NaN
-84.3571428571429,-86.1304347826087,-80.2666666666667,-90,-91.0526315789474,-93.1538461538462,NaN,NaN,-77.075,NaN,-84.8260869565217,-92.6875,-96,-68.15,-96.3333333333333,-91.1,NaN
-83,-87.3888888888889,-82.6086956521739,-89.6129032258064,-92.2,-91.375,NaN,NaN,-77.4565217391304,NaN,-86.2333333333333,-93.625,-96.8333333333333,-67.6818181818182,-96,-91.3846153846154,NaN
-85.6875,-87.8888888888889,-87.9,-90.2666666666667,-91.5,-95.6666666666667,NaN,NaN,-76.25,NaN,-84.5384615384615,-92.3333333333333,-95.3333333333333,-69.3333333333333,-96,-92.4,NaN
-83.3913043478261,-88.16,-83.6,-91.1363636363636,-90,-94.1333333333333,NaN,-97,-79.9354838709677,NaN,-84.9444444444444,-93.6470588235294,-95,-68.8333333333333,-96.5,-92.9166666666667,NaN
-83.1282051282051,-89.3448275862069,-81.6875,-90.4,-91.7241379310345,-92.7,NaN,-96,-76.9142857142857,NaN,-86.8571428571429,-93.8571428571429,-96.2,-68.5,-97.6666666666667,-91.8333333333333,NaN
-82.7142857142857,-87.6315789473684,-83.4210526315789,-91.2941176470588,-93.3333333333333,-94,NaN,NaN,-76.8,NaN,-86.1428571428571,-92,-95.4285714285714,-69.3793103448276,-95.6,-91.2857142857143,NaN
-84.65625,-87.0526315789474,-82.9444444444444,-91.6,-91.25,-94.4,NaN,NaN,-79.2083333333333,NaN,-84.2105263157895,-91.6666666666667,-97.25,-70.25,-96,-93.25,NaN
-80.5,-87.5714285714286,-86.44,-91,-90.3333333333333,-95.1111111111111,NaN,NaN,-78.7894736842105,NaN,-85.0833333333333,-92.6666666666667,-97.5,-67.037037037037,-95,-93.6,NaN
-83.2,-88.5,-86.3913043478261,-90.8333333333333,-92.7647058823529,-94.7,NaN,NaN,-77.7727272727273,NaN,-84.7,-92.8235294117647,-97,-69.5714285714286,-95.6,-93,NaN
-82.1304347826087,-88.4761904761905,-82.9411764705882,-92.4444444444444,-92.2307692307692,-94.2857142857143,NaN,NaN,-77.8064516129032,NaN,-86.1428571428571,-93.8181818181818,-96.5,-69.8333333333333,-95.75,-91.5384615384615,NaN
-81.2727272727273,-87.35,-84.0769230769231,-92.3076923076923,-91.3125,-95.3,NaN,NaN,-78.2692307692308,NaN,-85.1176470588235,-92.5,NaN,-67,-96.6666666666667,-92,NaN
-83.6,-87.5294117647059,-84.4827586206897,-90.3333333333333,-93.5555555555556,-95.4166666666667,NaN,NaN,-77.3125,NaN,-84.3636363636364,-91.55,NaN,-68.1538461538462,-95.3333333333333,-92.8333333333333,NaN
-82.5,-88.9,-83.2352941176471,-90.6153846153846,-92.6190476190476,-94.7,NaN,NaN,-78.1428571428571,NaN,-84.1538461538462,-91.9333333333333,-98,-68.3928571428571,-95.5,-92.1538461538462,NaN
-82.1111111111111,-89.0666666666667,-81.3333333333333,-91,-92.7222222222222,-93.75,NaN,NaN,-75.25,NaN,-83.7692307692308,-92.4166666666667,-96,-69.4814814814815,-96,-92.375,NaN
-84.1363636363636,-87.6666666666667,-83.1666666666667,-91.3125,-92.9411764705882,-95,NaN,NaN,-76.75,NaN,-84.7222222222222,-92.8461538461538,-97.3333333333333,-69.7878787878788,-95.6666666666667,-92.3636363636364,NaN
-85.7727272727273,-88.5238095238095,-82.52,-92.2857142857143,-92.9166666666667,-94.1875,NaN,NaN,-77.8846153846154,NaN,-84,-91.75,-96.375,-69.3055555555556,-96,-91.8181818181818,NaN
-85.2916666666667,-88.6923076923077,-85.28,-88.7368421052632,-92.5882352941177,-94.6666666666667,NaN,NaN,-78.875,NaN,-84,-91.1111111111111,-96.5714285714286,-69.3793103448276,-97.6666666666667,-91.1666666666667,NaN
-84,-90.6,-82.7,-90.1,-92.1818181818182,-92,NaN,NaN,-78.6315789473684,NaN,-83.4,-93,-96.6666666666667,-68.5,-97,-92.8333333333333,NaN
-82.969696969697,-89,-83.6818181818182,-90.2631578947368,-92.3333333333333,-95.2307692307692,NaN,NaN,-75.75,NaN,-85.0714285714286,-94,-96.2857142857143,-69.2972972972973,-96,-92.5714285714286,NaN
-81.9047619047619,-87.6,-83.0714285714286,-89.7333333333333,-93.2142857142857,-94.5555555555556,NaN,NaN,-74.0909090909091,NaN,-86.3125,-92.6818181818182,-96.5,-68.3809523809524,-96,-91.6,NaN
-80.6666666666667,-88.4117647058823,-82.2857142857143,-89.4545454545455,-92.7272727272727,-94.3333333333333,NaN,NaN,NaN,NaN,-86.6153846153846,-92.7,-97,-68.3947368421053,-95.8571428571429,-92.4166666666667,NaN
-81.2,-88.8,-81.4545454545455,-89.9230769230769,-93,-95.5,NaN,NaN,NaN,NaN,-85.3333333333333,-93.2,-96.5,-68.4545454545455,-96.5,-91,NaN
-82.2,-88,-83.5416666666667,-90,-92.1428571428571,-95.1428571428571,NaN,NaN,-75,NaN,-83.7333333333333,-94.1428571428571,-96,-67.9615384615385,-95.6,-91.5,NaN
-81.6666666666667,-89.8888888888889,-83,-87.1428571428571,-93.2,-95.25,NaN,NaN,-77.7142857142857,NaN,-83.9230769230769,-94.3,-97,-66.3888888888889,-95.75,-90.75,NaN
-81.1052631578947,-88.0769230769231,-83.35,-90.8,-91.4285714285714,-95.5,NaN,NaN,-76.6,NaN,-85.0416666666667,-95,-95.75,-68.0416666666667,-94.5,-92.8888888888889,NaN
-84.3846153846154,-87.3571428571429,-83.2727272727273,-90.625,-92.0833333333333,-95.9,NaN,NaN,-79.5,NaN,-86.8333333333333,-93.6428571428571,-97.75,-68.4545454545455,-94,-93.2857142857143,NaN
-78.5625,-87.0714285714286,-85.4545454545455,-91.0769230769231,-91,-94.7142857142857,NaN,NaN,-75.3333333333333,NaN,-85.5833333333333,-93.375,NaN,-66.8666666666667,-95.6666666666667,-94.3333333333333,NaN
-86,-84.7916666666667,-95.3333333333333,-85.95,-73.2142857142857,NaN,-88.9444444444444,-93.04,-85,NaN,-89,-91.9285714285714,-93.1666666666667,-89.5,-89.4,-72.8604651162791,-88
-86.4705882352941,-84.1,-95.6666666666667,-87.3571428571429,-73.3589743589744,NaN,-87.35,-93.6666666666667,-87.6,NaN,-90,-91.8333333333333,-94.3333333333333,-91.6666666666667,-89.3170731707317,-72.1142857142857,-87.8
-84.3181818181818,-83.6111111111111,-96,-90.2222222222222,-75.025641025641,NaN,-86.6521739130435,-93.5,-87,NaN,-92.3333333333333,-91.4166666666667,-94.25,-89.2,-90.3269230769231,-72.0769230769231,-88.8913043478261
-84.6842105263158,-84.2068965517241,-97,-86.72,-74.2105263157895,NaN,-84.8235294117647,-93.6153846153846,-85,NaN,-90.2727272727273,-91.8181818181818,-92.7,-92.5,-89.8214285714286,-72.2264150943396,-88.9016393442623
-84.6875,-83.53125,-96.8571428571429,-87.0625,-73.8947368421053,NaN,-84.4545454545455,-93.25,-86.5555555555556,NaN,-90.7142857142857,-91.9565217391304,-94.2307692307692,-89.7333333333333,-89.8142857142857,-72.6222222222222,-88.4761904761905
-85,-83.4545454545455,-96.5,-87.9677419354839,-73.45,NaN,-85.8125,-92.1904761904762,-85.375,NaN,-91.3333333333333,-93,-93.2727272727273,-89.2142857142857,-88.7777777777778,-71.7708333333333,-88.7083333333333
-85.7241379310345,-82.925,-95.5,-87.3513513513514,-73.551724137931,NaN,-87,-91.875,-84.6428571428571,NaN,-90.8333333333333,-91.9,-94,-90.04,-89.4237288135593,-72.0185185185185,-88.4166666666667
-85.0833333333333,-83.625,-94.8,-86.9354838709677,-74.0285714285714,NaN,-84.6111111111111,-92,-84,NaN,-90.75,-92.5384615384615,-92.5,-88.625,-88.8936170212766,-71.6666666666667,-88.2037037037037
-85.2727272727273,-83.8571428571429,-95.4,-88.1304347826087,-73.8888888888889,NaN,-85.9230769230769,-92.8333333333333,-85,NaN,-90.8,-93.9166666666667,-93.6666666666667,-89.1578947368421,-89.2631578947368,-71.7446808510638,-88.3064516129032
-83.875,-83.8333333333333,-95.75,-86.7333333333333,-73.875,NaN,-84.5555555555556,-92.7857142857143,-89,NaN,-92,-90.9166666666667,-94,-89.7777777777778,-89.6,-71.8,-89.04
-83.8,-84.0526315789474,-94.75,-87.3076923076923,-73.8524590163934,NaN,-84.6060606060606,-93,-88.9411764705882,NaN,-93.25,-91.9090909090909,-93.6923076923077,-87.75,-90.3181818181818,-72.765625,-88.4565217391304
-84,-83.9444444444444,-96.75,-87.2222222222222,-74.5135135135135,NaN,-86.4666666666667,-92.8571428571429,-88,NaN,-92.8181818181818,-92.4,-94,-89.4,-90.7179487179487,-72.3939393939394,-88.5272727272727
-84.1111111111111,-83.7222222222222,-95.5,-86,-74.1851851851852,NaN,-84.0625,-93.0714285714286,-88.8125,NaN,-92.25,-92.3,-92.6666666666667,-88.25,-90.5,-72.2352941176471,-87.4242424242424
-84.1153846153846,-83.2571428571429,-95.375,-86.9230769230769,-74.4150943396226,NaN,-85.8214285714286,-92,-83.7142857142857,NaN,-93.5,-92.3684210526316,-92.8888888888889,-87.5833333333333,-90.75,-72.4181818181818,-88.8382352941177
-84.4347826086957,-84.2222222222222,-94.1428571428571,-86.0322580645161,-74.7307692307692,NaN,-85.1666666666667,-92.6,-87.9090909090909,NaN,-91.2222222222222,-92.6666666666667,-93.5555555555556,-89.3636363636364,-90.6190476190476,-72.1794871794872,-88
-83.6666666666667,-83.4166666666667,-94.7142857142857,-87.9047619047619,-74.5384615384615,-98,-85.7142857142857,-93.2727272727273,-86.5,NaN,-91.5714285714286,-91.8333333333333,-93.9166666666667,-87.7272727272727,-90.05,-71.8235294117647,-89.0285714285714
-83.875,-83.7307692307692,-95.8888888888889,-86.5789473684211,-75.5769230769231,NaN,-84.5,-92.65,-86.4,NaN,-94,-91.8571428571429,-92.5,-89.7857142857143,-90.95,-72.96875,-87.3396226415094
-84.2083333333333,-83.962962962963,-95.8571428571429,-87.1428571428571,-73.8636363636364,NaN,-85.72,-93,-85.6923076923077,NaN,-92.8888888888889,-92.45,-93.5,-87.4166666666667,-89.84,-71.4,-89.02
-85.25,-83.8823529411765,-95,-87.75,-73.5142857142857,NaN,-84.6875,-92.375,-84,NaN,-92.5555555555556,-90.9230769230769,-95.5,-88,-89.4509803921569,-72.4074074074074,-88.8771929824561
-85.695652173913,-83.8636363636364,-98,-87.2272727272727,-72,NaN,-84.6551724137931,-91.7222222222222,-85.5555555555556,NaN,-94,-91.9545454545455,-96.4,-90.6842105263158,-89.6034482758621,-72.9032258064516,-87.1904761904762
-86.4827586206897,-84,-96.3333333333333,-88.96,-73.3125,NaN,-85.2592592592593,-92.2083333333333,-83.2142857142857,NaN,-93.3333333333333,-91.2962962962963,-94.3333333333333,-90.3076923076923,-89.5245901639344,-72.3050847457627,-88.0714285714286
-85.75,-84.3,-95.2,-87.24,-73.9210526315789,NaN,-84.75,-92.1923076923077,-82.625,NaN,-93.3333333333333,-91.7058823529412,-94,-92.2,-89.4262295081967,-72.7027027027027,-88.3283582089552
-85.2631578947368,-83.45,-96.6666666666667,-88.25,-73.3793103448276,NaN,-84.2631578947368,-92.1578947368421,-84.7777777777778,NaN,-92.6666666666667,-91.84,-94.5,-90.1764705882353,-89.525,-71.7142857142857,-87.7857142857143
-85.5,-83.96,-98,-87.52,-74.7272727272727,NaN,-86.96,-92.7619047619048,-86.25,NaN,-94.1666666666667,-91.5652173913043,-94.4285714285714,-89.75,-89.9310344827586,-73,-87.6792452830189
-85.0833333333333,-83.8965517241379,NaN,-88.3181818181818,-73.5909090909091,NaN,-85.4782608695652,-92.6923076923077,-87,NaN,-92.1111111111111,-92.0833333333333,-94.4285714285714,-89.75,-89.7021276595745,-73.3142857142857,-88.1929824561404
-84.1428571428571,-83.4736842105263,-97.5,-84.75,-73.2083333333333,NaN,-86.2222222222222,-92.8235294117647,-84.75,NaN,-92.5,-92.0555555555556,-96,-86.75,-89.5714285714286,-73.1818181818182,-87.9166666666667
-85.5,-83.5263157894737,-96,-86.8421052631579,-73.5454545454545,NaN,-84.2666666666667,-93.3333333333333,-85.125,NaN,-91.6666666666667,-92.44,-93.8888888888889,-87.8333333333333,-89.5581395348837,-72.6969696969697,-88.3725490196078
-86.7727272727273,-83.2413793103448,NaN,-87.8529411764706,-73.5714285714286,NaN,-85.4444444444444,-92.8064516129032,-84.0769230769231,NaN,-92.2307692307692,-92.5666666666667,-93.8181818181818,-89.4347826086957,-88.8235294117647,-72.3589743589744,-88.2786885245902
-85.65,-83.3214285714286,NaN,-87.6086956521739,-73.3333333333333,NaN,-84.6896551724138,-93.0454545454545,-84.1666666666667,NaN,-92.7142857142857,-92.1142857142857,-93.7857142857143,-88.7,-88,-72.7368421052632,-87.655737704918
-86.6923076923077,-83.1818181818182,-97,-88.1111111111111,-74.1290322580645,NaN,-88.8163265306122,-93.2777777777778,-89,NaN,-92.5,-91.0555555555556,-94.4444444444444,-87.8666666666667,-88.7727272727273,-73,-90.5625
-87.8947368421053,-83.575,-96.6,-88.16,-74.3333333333333,NaN,-90.1964285714286,-92.2,-86.1666666666667,NaN,-94,-91.551724137931,-91.8333333333333,-91,-87.7460317460317,-72.7966101694915,-93.64
-87.1851851851852,-83.825,-96,-87.2758620689655,-74.6296296296296,NaN,-91.1621621621622,-93.0512820512821,-86.6666666666667,NaN,-93.375,-92.8125,-94,-88.4545454545455,-87.5961538461538,-72.5111111111111,-93.0689655172414
-88.8666666666667,-85.125,-95.3333333333333,-87.7142857142857,-76.5454545454545,NaN,-89.25,-92,-89.1111111111111,NaN,-91.5,-91.9473684210526,NaN,-86,-88.1470588235294,-72.75,-91.5
-91.1176470588235,-83.6,-95.25,-88.4117647058823,-78.0769230769231,NaN,-91.36,-94,-85.625,NaN,-92,-90.3703703703704,NaN,-88.6428571428571,-88.4651162790698,-71.2608695652174,-91.0925925925926
-89.9375,-83.375,-93.6666666666667,-87.4285714285714,-77.6170212765958,NaN,-88.5,-92.9285714285714,-84.3333333333333,NaN,-93.3333333333333,-92.625,NaN,-90.375,-88.4102564102564,-71.3404255319149,-90.9824561403509
-90.2857142857143,-83,-94.6,-86.9090909090909,-74.7826086956522,NaN,-88.3,-94.0909090909091,-84,NaN,-92.25,-92.5909090909091,NaN,-89.7,-87.9047619047619,-71.2857142857143,-90.3142857142857
-88.6363636363636,-83.6190476190476,-94.4285714285714,-89,-76.5909090909091,NaN,-89.0588235294118,-93.9,-84.3333333333333,NaN,-91.2,-91.9,-92,-91.5,-88.5609756097561,-70.9444444444444,-91.054054054054
-89.7619047619048,-83.3333333333333,-96.4,-88.40625,-76.6444444444444,NaN,-88.25,-93.2105263157895,-83.9,NaN,-91,-92.8888888888889,-90.8181818181818,-90.5294117647059,-89.4761904761905,-71.728813559322,-91.1746031746032
-88.3913043478261,-83.7407407407407,-94.5714285714286,-87.7272727272727,-75.8181818181818,NaN,-89.4444444444444,-92.8333333333333,-84.2,NaN,-91.1428571428571,-91.75,-91.125,-90.3333333333333,-89.4358974358974,-70.7428571428571,-91.3
-88.7894736842105,-83.5625,-93,-86.625,-75.5531914893617,NaN,-90.5263157894737,-93.2,-84,NaN,-92.75,-92.9393939393939,-91.5384615384615,-88.5555555555556,-90.2826086956522,-72.0816326530612,-90.5166666666667
-88.0833333333333,-83.3125,-93.1428571428571,-87,-72.9705882352941,NaN,-90.5454545454545,-94.3,-84.2,NaN,-94,-91.9444444444444,-91.9090909090909,-89.8181818181818,-90.1714285714286,-71.53125,-90.9333333333333
-88.5454545454545,-83.4871794871795,-97,-87.3636363636364,-75.7647058823529,NaN,-90.7450980392157,-94.4666666666667,-84.9090909090909,NaN,-92.5714285714286,-92.2083333333333,-91.0833333333333,-89.8461538461538,-90.3111111111111,-72.4736842105263,-91.3023255813954
-89.6428571428571,-84,-95.625,-87.2,-75.9642857142857,NaN,-90.6578947368421,-92.7142857142857,-84.2,NaN,-92.1428571428571,-91.3846153846154,-92.5,-90.2222222222222,-89.8285714285714,-71.6896551724138,-90.2978723404255
-89.4285714285714,-83.8076923076923,-94.1428571428571,-88.8333333333333,-75.7083333333333,NaN,-90.2558139534884,-93.7272727272727,-85.3333333333333,NaN,-92.6666666666667,-92.125,-90.125,-90.5,-91,-71.6551724137931,-91.1351351351351
-89.0666666666667,-84.2857142857143,-95,-86.75,-73.9782608695652,NaN,-90.25,-93.8571428571429,-85.6666666666667,NaN,-91.6666666666667,-92,-90.2,-90.8,-89.3030303030303,-71.5428571428571,-90.9268292682927
-96,NaN,-97.5,NaN,-89.1351351351351,NaN,-79.6976744186046,NaN,-95.3333333333333,NaN,NaN,NaN,NaN,-95,-77.1369863013699,-86.75,-75.5833333333333
NaN,NaN,-97.75,NaN,-88.34,NaN,-79.6814159292035,NaN,-94.6666666666667,NaN,NaN,NaN,NaN,-95.5,-77.1375,-85.8181818181818,-76.3333333333333
NaN,NaN,-98,NaN,-89.175,NaN,-79.7,NaN,-93.875,NaN,NaN,NaN,NaN,-94,-77.0714285714286,-87.1081081081081,NaN
NaN,NaN,-98,NaN,-88.8809523809524,NaN,-79.9484536082474,NaN,-94.6666666666667,NaN,NaN,NaN,NaN,NaN,-76.8529411764706,-87.2,NaN
NaN,NaN,-98,NaN,-89.1395348837209,NaN,-79.6785714285714,NaN,-93.875,NaN,NaN,NaN,NaN,NaN,-77,-86.4838709677419,NaN
-96,NaN,-98,NaN,-90.1363636363636,NaN,-79.8285714285714,NaN,-94,NaN,NaN,NaN,NaN,NaN,-77.25,-86.4761904761905,NaN
-98,NaN,-97.75,NaN,-89.2380952380952,NaN,-79.7280701754386,NaN,-94,NaN,NaN,NaN,NaN,-95,-76.7936507936508,-87.8285714285714,NaN
NaN,NaN,-97.5,NaN,-89.1290322580645,NaN,-79.7323943661972,NaN,-95.5,NaN,NaN,NaN,NaN,-94,-76.9824561403509,-87.125,NaN
NaN,NaN,-98,NaN,-88.6969696969697,NaN,-79.5280898876404,NaN,-95,NaN,NaN,NaN,NaN,-95,-76.9649122807018,-87.037037037037,NaN
-98,NaN,-98,NaN,-89.0857142857143,NaN,-80,NaN,-94.6666666666667,NaN,NaN,NaN,NaN,-94.5,-76.7272727272727,-87.1142857142857,-81.5
NaN,NaN,-97.6666666666667,NaN,-88.6410256410256,NaN,-79.8627450980392,NaN,-95.2,NaN,NaN,NaN,NaN,NaN,-76.986301369863,-86.8292682926829,-77.8333333333333
NaN,NaN,-97.1428571428571,NaN,-88.4285714285714,NaN,-79.6603773584906,NaN,-95,NaN,NaN,NaN,NaN,NaN,-77.1645569620253,-87,-78.0869565217391
NaN,NaN,-97,NaN,-89.9302325581395,NaN,-79.5225225225225,NaN,-94.75,NaN,NaN,NaN,NaN,-96,-77.0126582278481,-87.0943396226415,-75.8636363636364
-96,NaN,-97.5,NaN,-88.9268292682927,NaN,-79.3584905660377,NaN,-94.5,NaN,NaN,NaN,NaN,-96,-77,-87.0571428571429,-74.25
NaN,NaN,-97.3333333333333,NaN,-89.25,NaN,-79.4903846153846,NaN,-94.375,NaN,NaN,NaN,NaN,-94,-77,-86.5555555555556,-73.85
NaN,NaN,-97.75,NaN,-89.25,NaN,-79.5384615384615,NaN,-95.5,NaN,NaN,NaN,NaN,-95,-77.0212765957447,-86.1538461538462,-75.1071428571429
NaN,NaN,NaN,NaN,-89.2702702702703,NaN,-79.1794871794872,NaN,-97,NaN,NaN,NaN,NaN,-94,-77.1641791044776,-86.9642857142857,-74
NaN,NaN,-96,NaN,-89.6428571428571,NaN,-79.6382978723404,NaN,-95.3333333333333,NaN,NaN,NaN,NaN,-94,-77.2435897435897,-86.2777777777778,-73.9210526315789
NaN,NaN,-98,NaN,-88.8333333333333,NaN,-79.7244897959184,NaN,-95.5,NaN,NaN,NaN,NaN,-94.3333333333333,-76.9508196721311,-85.3448275862069,-76.0625
NaN,NaN,-97.2857142857143,NaN,-88.3235294117647,NaN,-79.2333333333333,NaN,-94.5,NaN,NaN,NaN,NaN,-94,-77.0571428571429,-86.5454545454545,-73.7142857142857
NaN,NaN,-97.6666666666667,NaN,-89.3142857142857,NaN,-79.36,NaN,-94,NaN,NaN,NaN,NaN,-94,-77,-86.1111111111111,-74.75
NaN,NaN,-97.5,NaN,-88.6875,NaN,-79.7403846153846,NaN,-95,NaN,NaN,NaN,NaN,-94,-76.9166666666667,-86.4666666666667,-75.1666666666667
-96,NaN,-97.3333333333333,NaN,-88.4146341463415,NaN,-79.3932584269663,NaN,-95.75,NaN,NaN,NaN,NaN,-93,-77.3478260869565,-87.1785714285714,-68
NaN,NaN,-98,NaN,-88.7619047619048,NaN,-79.4148936170213,NaN,-95,NaN,NaN,NaN,NaN,NaN,-77.0441176470588,-85.2702702702703,-76.5
NaN,NaN,-97.6,NaN,-89.1612903225806,NaN,-79.5490196078431,NaN,-95,NaN,NaN,NaN,NaN,-93,-77.1212121212121,-86.7407407407407,-75.8333333333333
-97.5,NaN,-97.7272727272727,NaN,-88.5294117647059,NaN,-79.625,NaN,-95.5,NaN,NaN,NaN,NaN,-93,-77.0909090909091,-86.4054054054054,-75.6875
-96,NaN,-97,NaN,-88.8775510204082,NaN,-79.5909090909091,NaN,-94.6666666666667,NaN,NaN,NaN,NaN,NaN,-76.987012987013,-86.1944444444444,-74.6153846153846
-95,NaN,-97.6666666666667,NaN,-88.9333333333333,NaN,-79.4757281553398,NaN,-94.25,NaN,NaN,NaN,NaN,-93.5,-77.1971830985916,-86.5897435897436,-74.7671232876712
-95.75,NaN,-97.3333333333333,NaN,-89.1621621621622,NaN,-79.4903846153846,NaN,-95.3333333333333,NaN,NaN,NaN,NaN,-93.5,-77.2368421052632,-85.8378378378378,-75.7619047619048
-95.5,NaN,-96,NaN,-88.2857142857143,NaN,-79.4803921568627,NaN,NaN,NaN,NaN,NaN,NaN,-93,-77.2153846153846,-86.5,-74.9594594594595
-98,NaN,NaN,NaN,-88.1891891891892,NaN,-79.3676470588235,NaN,-94.5,NaN,NaN,NaN,NaN,-94,-76.9454545454546,-86.3,-74.9782608695652
NaN,NaN,-97.5,NaN,-88.2826086956522,NaN,-79.1637931034483,NaN,-94.1666666666667,NaN,NaN,NaN,NaN,-92,-76.9176470588235,-86.3030303030303,-75.3269230769231
NaN,NaN,-96.6666666666667,NaN,-88.6388888888889,NaN,-78.9705882352941,NaN,-95,NaN,NaN,NaN,NaN,-94,-77.0133333333333,-86.25,-75.0277777777778
NaN,NaN,-97.1428571428571,NaN,-89.3947368421053,NaN,-79.2048192771084,NaN,-95,NaN,NaN,NaN,NaN,-94,-76.8023255813954,-86,-76.1509433962264
-98,NaN,-97.6666666666667,NaN,-88.3589743589744,NaN,-79.0736842105263,NaN,-94.5,NaN,NaN,NaN,NaN,-94.3333333333333,-76.955223880597,-85.9354838709677,-76.1739130434783
NaN,NaN,-97.25,NaN,-89.5384615384615,NaN,-79.2474226804124,NaN,-95,NaN,NaN,NaN,NaN,-92.5,-76.9375,-86.2368421052632,-75.5555555555556
NaN,NaN,-96.8333333333333,NaN,-88.55,NaN,-79.425,NaN,-95,NaN,NaN,NaN,NaN,-93,-77.0142857142857,-85.6071428571429,-74.4516129032258
-96,NaN,-97.5,NaN,-88.945945945946,NaN,-79.2978723404255,NaN,-97,NaN,NaN,NaN,NaN,-94,-76.741935483871,-86.21875,-75.6987951807229
-97.3333333333333,NaN,-97.6666666666667,NaN,-89.3529411764706,NaN,-79.3295454545455,NaN,NaN,NaN,NaN,NaN,NaN,-92.6666666666667,-76.9206349206349,-86.3157894736842,-75.5949367088608
NaN,NaN,-97.3333333333333,NaN,-89.6341463414634,NaN,-79.2612612612613,NaN,-95.75,NaN,NaN,NaN,NaN,NaN,-76.925,-86.6136363636364,-75.3333333333333
-96,NaN,-97,NaN,-89.7058823529412,NaN,-79.411214953271,NaN,-94.875,NaN,NaN,NaN,NaN,-95,-77.0869565217391,-85.6666666666667,-75.6575342465753
-96.5,NaN,-97.1428571428571,NaN,-89.1025641025641,NaN,-79.1428571428571,NaN,-93.4,NaN,NaN,NaN,NaN,-94,-76.8125,-86.0416666666667,-75.6716417910448
NaN,NaN,-97.5,NaN,-89,NaN,-79.2475247524752,NaN,-95.3333333333333,NaN,NaN,NaN,NaN,-92.5,-76.9344262295082,-87.0322580645161,-75.2388059701493
-96,NaN,-97,NaN,-89.5952380952381,NaN,-79.0869565217391,NaN,-94.3333333333333,NaN,NaN,NaN,NaN,-92.3333333333333,-76.5949367088608,-86.2142857142857,-76.5666666666667
NaN,NaN,-97.3333333333333,NaN,-89.5,NaN,-79.1454545454545,NaN,-94.3333333333333,NaN,NaN,NaN,NaN,-91,-77.1111111111111,-87.6875,-74.6739130434783
-89,NaN,-87,NaN,-95.5,-81.25,NaN,-89.875,-88.2,-75.8372093023256,-87.0909090909091,-85.3448275862069,-84.5384615384615,NaN,NaN,NaN,NaN
-88.5,NaN,-92.625,NaN,-96,-81.3571428571429,NaN,-90.125,-89,-75.1627906976744,-85.9090909090909,-86.3181818181818,-86.0769230769231,-86.8,NaN,NaN,NaN
-90,NaN,-90.8095238095238,NaN,-96,-81.2352941176471,NaN,-90.5454545454545,-88.3913043478261,-75.8028169014084,-86.4545454545455,-86.7435897435897,-85.5925925925926,-85.9166666666667,NaN,-96,NaN
-89,NaN,-89.75,NaN,-95.2,-81.4285714285714,NaN,-90,-89.2,-74.3947368421053,-85.8888888888889,-85.775,-85.1363636363636,-85.4545454545455,NaN,-98,NaN
-88,NaN,-89.3,-88.2857142857143,-96.1666666666667,-80.7142857142857,NaN,-90,-89.1875,-75.6585365853659,-87.0666666666667,-86.0285714285714,-85.6,-85.8235294117647,NaN,NaN,NaN
-88.3333333333333,NaN,-90.9,-86.3809523809524,-96,-82.4166666666667,NaN,-88.5,-88.8333333333333,-74.56,-90.5833333333333,-85.6590909090909,-84.8333333333333,-86.8333333333333,NaN,NaN,NaN
-87.4,NaN,-89.4615384615385,-87.0833333333333,-95.2727272727273,-82.25,NaN,-89.1666666666667,-88.4,-74.3793103448276,-88.625,-86.075,-85.7142857142857,-86.6923076923077,NaN,-98,NaN
-88,NaN,-90.7894736842105,-86.4285714285714,-95.8,-82.9583333333333,NaN,-90.4,-90.0588235294118,-75.5263157894737,-87.7,-86.1190476190476,-84.9444444444444,-86.0909090909091,NaN,-97,NaN
